Rk,Att,Live-Pass,Dead-Pass,FK-Pass,TB-Pass,Sw-Pass,Crs-Pass,TI-Pass,CK-Pass,In-Corn,Out-Corn,Str-Corn,Cmp-Outc,Off-Outc,Blocks-Outc
1267,230,177,51,7,0,0,21,40,4,0,4,0,149,2,8
1268,218,159,57,28,1,1,61,2,24,12,9,0,112,2,10
1269,30,25,5,1,1,1,7,2,2,0,1,0,23,0,1
1270,111,80,31,0,0,1,8,27,4,2,1,0,65,0,4
1271,664,623,39,1,0,10,38,7,0,0,0,0,427,2,21
1272,116,100,16,1,0,1,10,13,2,2,0,0,85,0,5
1273,485,448,36,33,0,8,0,3,0,0,0,0,410,1,8
1274,117,111,6,0,1,0,18,1,5,2,2,0,63,0,8
1275,795,689,101,38,3,11,79,5,47,23,15,4,574,5,13
1276,691,664,25,23,0,4,0,2,0,0,0,0,584,2,6
1277,770,749,20,1,4,5,24,6,0,0,0,0,637,1,19
1278,838,796,42,29,0,2,2,1,0,0,0,0,740,0,9
1279,72,66,6,0,0,0,23,3,3,0,3,0,43,0,4
1280,775,715,55,2,8,7,10,9,0,0,0,0,549,5,31
1281,581,545,30,3,4,3,24,3,4,0,1,0,390,6,22
1282,274,233,40,11,0,1,36,3,26,6,12,0,212,1,6
1283,944,931,11,0,1,4,22,9,0,0,0,0,718,2,26
1284,9,8,0,0,0,0,3,0,0,0,0,0,6,1,0
1285,16,13,3,0,0,0,0,3,0,0,0,0,15,0,0
1286,321,319,2,0,0,7,42,1,1,1,0,0,188,0,21
1287,763,612,149,5,0,14,55,144,0,0,0,0,519,2,25
1288,599,582,16,5,1,3,6,5,4,0,2,0,538,1,10
1289,81,81,0,0,0,0,0,0,0,0,0,0,71,0,2
1290,1680,1643,30,19,9,12,31,4,7,3,3,0,1504,7,20
1291,185,172,11,1,2,0,1,0,0,0,0,0,132,2,6
1292,1833,1755,70,59,2,41,23,6,5,0,3,0,1601,8,25
1293,39,38,1,0,0,0,1,0,0,0,0,0,29,0,1
1294,1887,1844,42,42,8,4,3,0,0,0,0,0,1681,1,13
1295,537,441,93,10,0,1,74,80,3,0,0,0,383,3,20
1296,541,501,38,1,5,15,7,2,0,0,0,0,418,2,11
1297,1104,1049,45,0,5,8,31,11,2,0,0,0,657,10,25
1298,65,44,21,5,0,0,3,16,0,0,0,0,38,0,2
1299,32,28,4,0,0,0,1,1,0,0,0,0,20,0,0
1300,770,765,0,0,10,1,21,0,0,0,0,0,559,5,23
1301,380,358,17,6,6,5,9,0,2,1,0,0,246,5,15
1302,67,64,3,1,1,2,0,0,0,0,0,0,52,0,2
1303,47,39,8,0,0,0,1,8,0,0,0,0,34,0,2
1304,44,43,1,0,0,0,3,0,0,0,0,0,30,0,1
1305,502,481,20,1,2,6,4,17,0,0,0,0,393,1,11
1306,63,59,4,4,0,1,0,0,0,0,0,0,49,0,0
1307,77,75,2,0,0,0,1,0,1,0,1,0,60,0,0
1308,46,45,1,0,0,0,5,1,0,0,0,0,27,0,4
1309,832,767,62,9,2,11,60,5,47,34,4,0,646,3,22
1310,1289,1263,20,5,5,12,44,9,5,0,0,0,1075,6,35
1311,677,565,110,8,0,4,15,102,0,0,0,0,540,2,18
1312,122,113,8,1,0,0,6,2,0,0,0,0,100,1,4
1313,336,332,4,3,0,0,5,1,0,0,0,0,255,0,3
1314,337,268,68,8,0,2,7,60,0,0,0,0,258,1,2
1315,431,419,12,11,0,4,1,1,0,0,0,0,350,0,6
1316,474,465,9,5,0,2,1,4,0,0,0,0,373,0,1
1317,1006,802,200,6,1,4,111,193,1,1,0,0,721,4,40
1318,30,21,9,0,0,0,2,9,0,0,0,0,19,0,1
1319,690,559,126,5,0,1,47,121,0,0,0,0,501,5,15
1320,164,159,4,0,1,3,7,2,0,0,0,0,133,1,3
1321,1075,904,159,56,4,16,238,28,75,42,26,0,636,12,44
1322,722,708,12,7,7,6,46,1,4,2,0,0,511,2,23
1323,369,333,36,0,2,4,2,2,0,0,0,0,255,0,11
1324,5,4,1,1,0,0,0,0,0,0,0,0,5,0,0
1325,483,436,47,2,2,1,17,6,0,0,0,0,404,0,11
1326,104,88,15,1,1,0,1,2,0,0,0,0,85,1,3
1327,171,170,1,0,0,0,18,1,0,0,0,0,110,0,6
1328,69,63,6,4,0,0,8,0,2,0,2,0,56,0,0
1329,120,107,11,2,2,1,19,3,6,1,5,0,90,2,4
1330,1160,1073,83,35,0,0,22,46,0,0,0,0,1020,4,10
1331,869,824,41,0,4,5,27,7,12,7,3,1,672,4,18
1332,2425,2336,87,55,7,18,8,32,0,0,0,0,2193,2,24
1333,917,725,188,6,3,0,23,182,0,0,0,0,637,4,30
1334,299,276,19,2,0,1,16,17,0,0,0,0,239,4,5
1335,20,18,2,2,0,0,0,0,0,0,0,0,15,0,0
1336,1508,1437,69,59,3,2,8,4,0,0,0,0,1372,2,18
1337,317,306,11,9,0,0,0,2,0,0,0,0,275,0,3
1338,69,66,3,1,1,0,7,0,2,2,0,0,50,0,3
1339,945,887,47,10,22,13,42,18,0,0,0,0,637,11,43
1340,587,488,91,31,4,9,73,5,49,19,16,1,407,8,21
1341,1308,1301,2,2,8,4,11,0,0,0,0,0,1121,5,25
1342,31,20,11,1,0,0,0,0,0,0,0,0,20,0,0
1343,1016,971,42,41,1,3,3,0,0,0,0,0,830,3,15
1344,1819,1526,281,15,3,11,103,266,0,0,0,0,1466,12,33
1345,126,110,16,1,0,1,7,15,0,0,0,0,103,0,3
1346,586,514,71,30,3,2,52,7,34,11,20,0,418,1,22
1347,62,60,2,0,1,0,7,2,0,0,0,0,40,0,1
1348,12,8,4,0,0,0,1,4,0,0,0,0,6,0,1
1349,30,21,9,2,0,0,0,0,0,0,0,0,27,0,0
1350,442,432,10,6,2,7,8,1,3,2,1,0,374,0,11
1351,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1352,228,220,8,1,0,3,6,1,0,0,0,0,174,0,3
1353,1214,1180,32,32,1,15,1,0,0,0,0,0,927,2,9
1354,829,766,61,24,2,2,71,4,29,11,11,0,617,2,29
1355,333,292,40,1,0,1,32,32,7,1,6,0,241,1,10
1356,1209,1153,56,14,0,5,5,41,0,0,0,0,1142,0,6
1357,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
1358,757,741,14,0,6,0,8,4,0,0,0,0,643,2,16
1359,186,179,4,4,1,1,2,0,0,0,0,0,126,3,4
1360,91,74,17,4,0,0,0,0,0,0,0,0,83,0,0
1361,438,406,30,30,0,5,2,0,0,0,0,0,317,2,5
1362,584,560,23,17,2,8,2,6,0,0,0,0,476,1,9
1363,50,47,3,0,0,0,1,3,0,0,0,0,36,0,0
1364,478,381,93,3,1,0,23,90,0,0,0,0,351,4,8
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,1342,1284,52,41,2,9,12,7,0,0,0,0,1174,6,15
1367,381,329,50,18,1,0,40,1,31,15,6,0,276,2,7
1368,613,523,88,9,7,18,57,19,20,7,9,0,426,2,18
1369,947,927,15,8,1,1,23,4,0,0,0,0,685,5,24
1370,510,494,15,1,0,6,21,1,0,0,0,0,336,1,14
1371,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1372,1390,1330,59,44,0,13,4,10,0,0,0,0,1166,1,10
1373,1535,1507,26,18,0,14,2,8,0,0,0,0,1313,2,15
1374,2595,2260,318,126,20,16,181,39,153,80,56,2,2177,17,28
1375,2254,2169,85,55,0,11,2,25,1,0,0,0,2154,0,8
1376,519,479,34,0,3,2,13,1,0,0,0,0,369,6,11
1377,695,672,23,23,0,6,7,0,0,0,0,0,539,0,14
1378,532,471,58,22,2,15,49,11,18,9,6,0,392,3,10
1379,463,440,17,17,2,5,1,0,0,0,0,0,404,6,4
1380,11,8,3,0,0,0,0,0,0,0,0,0,9,0,0
1381,266,233,32,9,2,2,12,6,16,6,4,0,215,1,6
1382,1026,977,43,19,6,7,30,13,3,0,0,0,800,6,16
1383,36,34,2,0,0,0,6,2,0,0,0,0,25,0,0
1384,193,186,6,0,2,4,2,4,1,0,0,0,140,1,11
1385,467,437,24,1,0,4,11,8,0,0,0,0,232,6,12
1386,1100,1027,72,19,3,1,3,52,0,0,0,0,944,1,16
1387,665,528,132,35,5,9,161,14,83,33,39,0,423,5,17
1388,96,73,22,5,0,0,4,17,0,0,0,0,67,1,2
1389,36,36,0,0,0,0,0,0,0,0,0,0,18,0,1
1390,341,266,71,0,1,1,21,70,1,0,0,0,213,4,14
1391,1725,1682,37,32,2,2,0,5,0,0,0,0,1353,6,12
1392,1024,784,237,52,0,0,0,0,0,0,0,0,840,3,0
1393,718,693,24,9,0,5,4,15,0,0,0,0,555,1,10
1394,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
1395,74,67,7,0,0,0,3,0,0,0,0,0,46,0,4
1396,840,808,28,27,2,5,2,1,0,0,0,0,621,4,16
1397,47,45,2,0,0,0,2,1,1,1,0,0,30,0,3
1398,1772,1715,51,36,7,13,33,8,7,0,6,0,1505,6,28
1399,24,22,2,0,0,0,0,0,0,0,0,0,15,0,1
1400,38,36,2,2,0,0,0,0,0,0,0,0,31,0,0
1401,16,14,2,0,0,0,0,2,0,0,0,0,13,0,0
1402,251,218,31,2,0,1,7,29,0,0,0,0,195,2,7
1403,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1404,547,530,14,0,0,0,31,5,0,0,0,0,368,3,22
1405,1589,1360,224,55,2,8,38,169,0,0,0,0,1230,5,27
1406,1296,1008,279,6,0,5,84,272,1,0,1,0,978,9,23
1407,754,745,7,5,2,1,0,2,0,0,0,0,663,2,1
1408,999,984,10,10,2,24,1,0,0,0,0,0,854,5,11
1409,136,123,11,0,1,0,4,2,0,0,0,0,91,2,2
1410,1145,1117,27,26,4,5,2,1,0,0,0,0,978,1,20
1411,439,391,48,4,2,7,33,44,0,0,0,0,322,0,12
1412,1013,975,38,30,0,3,1,7,0,0,0,0,875,0,8
1413,1485,1348,131,55,3,38,97,15,56,30,21,0,1173,6,18
1414,552,534,17,17,0,3,0,0,0,0,0,0,494,1,3
1415,1182,1074,105,19,0,9,5,86,0,0,0,0,977,3,15
1416,1621,1207,409,69,2,21,369,221,119,47,64,1,1007,5,61
1417,1559,1535,17,17,5,12,7,0,0,0,0,0,1365,7,12
1418,1652,1550,96,74,1,18,2,3,0,0,0,0,1429,6,13
1419,2153,2061,88,56,1,31,18,32,0,0,0,0,1894,4,10
1420,13,13,0,0,0,0,0,0,0,0,0,0,8,0,2
1421,1156,1125,28,24,1,5,0,4,0,0,0,0,938,3,14
1422,804,786,18,17,0,0,4,1,0,0,0,0,656,0,9
1423,1203,1183,17,15,12,8,6,1,0,0,0,0,1061,3,12
1424,597,559,36,16,0,2,24,4,16,11,3,1,455,2,19
1425,780,606,171,6,0,1,21,165,0,0,0,0,551,3,17
1426,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,1064,964,94,13,8,9,62,29,13,2,3,0,829,6,26
1428,473,446,26,22,1,2,4,4,0,0,0,0,372,1,10
1429,106,96,8,0,1,0,5,0,0,0,0,0,65,2,1
1430,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1431,2259,2052,193,98,4,67,86,9,86,36,23,0,2068,14,13
1432,299,281,16,0,1,3,20,9,0,0,0,0,199,2,16
1433,1073,741,330,106,1,4,0,0,0,0,0,0,759,2,0
1434,562,540,19,8,3,2,11,3,4,0,1,0,466,3,8
1435,506,473,30,6,6,9,27,9,0,0,0,0,362,3,12
1436,496,422,73,25,8,5,48,8,20,8,7,0,349,1,9
1437,1238,996,237,9,0,5,49,228,0,0,0,0,898,5,24
1438,504,466,34,8,6,2,51,6,17,5,4,1,349,4,22
1439,713,684,28,7,1,7,16,18,1,0,1,0,485,1,16
1440,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1
1441,486,455,30,3,7,0,25,4,1,0,0,0,404,1,17
1442,243,238,4,0,1,1,8,3,0,0,0,0,194,1,8
1443,633,624,9,9,0,10,2,0,0,0,0,0,544,0,13
1444,498,486,11,9,0,2,10,2,0,0,0,0,371,1,11
1445,1223,1050,173,21,3,4,40,152,0,0,0,0,995,0,14
1446,94,81,12,0,0,1,0,1,0,0,0,0,65,1,0
1447,1282,1099,183,21,1,2,99,140,22,3,19,0,1045,0,24
1448,105,102,3,0,0,0,1,0,0,0,0,0,63,0,3
1449,97,97,0,0,1,1,4,0,0,0,0,0,57,0,0
1450,663,610,48,2,3,3,33,1,0,0,0,0,424,5,26
1451,455,442,10,1,5,1,7,1,0,0,0,0,343,3,13
1452,424,363,60,2,3,9,7,58,0,0,0,0,326,1,14
1453,78,73,5,5,0,1,0,0,0,0,0,0,53,0,2
1454,1538,1459,72,68,2,12,7,4,0,0,0,0,1240,7,22
1455,1114,731,381,93,0,8,0,0,0,0,0,0,684,2,0
1456,1246,1155,84,84,0,31,3,0,0,0,0,0,930,7,7
1457,714,681,30,24,6,4,14,6,0,0,0,0,564,3,23
1458,736,586,146,3,0,3,27,143,0,0,0,0,544,4,23
1459,56,56,0,0,0,0,2,0,0,0,0,0,43,0,4
1460,962,949,12,9,1,2,3,1,0,0,0,0,836,1,16
1461,443,433,8,6,0,7,2,2,0,0,0,0,358,2,4
1462,487,470,15,5,4,1,15,2,7,5,0,0,410,2,13
1463,542,470,68,0,3,3,14,0,0,0,0,0,388,4,21
1464,178,170,6,0,0,3,4,0,0,0,0,0,126,2,9
1465,20,19,1,0,0,0,0,0,0,0,0,0,12,0,1
1466,135,126,7,0,0,0,0,1,0,0,0,0,83,2,6
1467,770,703,65,4,2,2,93,61,0,0,0,0,593,2,27
1468,1237,1159,77,10,2,4,28,6,20,16,0,0,1118,1,12
1469,2940,2888,50,37,4,22,5,13,0,0,0,0,2782,2,2
1470,1454,1398,48,45,1,21,2,3,0,0,0,0,1223,8,9
1471,163,137,26,1,0,2,15,25,0,0,0,0,128,0,3
1472,273,254,15,0,1,5,10,2,0,0,0,0,179,4,17
1473,696,679,12,4,0,6,0,1,0,0,0,0,516,5,1
1474,182,178,4,0,0,0,16,0,0,0,0,0,107,0,7
1475,416,408,6,6,0,3,12,0,0,0,0,0,345,2,8
1476,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1
1477,314,245,68,8,0,6,19,60,0,0,0,0,230,1,7
1478,710,663,45,10,5,4,45,7,21,8,2,0,553,2,20
1479,1540,1266,261,9,0,2,94,246,6,3,0,0,1077,13,50
1480,1014,836,178,18,1,1,56,160,0,0,0,0,859,0,18
1481,16,16,0,0,0,0,0,0,0,0,0,0,12,0,0
1482,300,295,5,0,0,0,43,0,1,1,0,0,194,0,14
1483,1232,1098,128,32,4,24,102,12,75,27,26,2,965,6,18
1484,1855,1487,358,38,3,5,84,320,0,0,0,0,1448,10,27
1485,547,529,18,9,1,9,5,5,0,0,0,0,481,0,3
1486,2163,2086,70,59,1,14,1,2,0,0,0,0,1897,7,7
1487,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,787,759,21,3,4,9,63,14,2,0,0,0,555,7,38
1489,735,495,239,40,0,4,0,0,0,0,0,0,559,1,0
1490,1160,703,450,137,0,8,0,0,0,0,0,0,606,7,2
1491,1033,1012,20,8,7,28,33,9,1,1,0,0,807,1,24
1492,89,86,2,0,2,1,4,1,0,0,0,0,60,1,0
1493,835,818,13,8,0,6,5,5,0,0,0,0,685,4,5
1494,1235,1194,37,36,0,2,4,0,1,0,1,0,1131,4,12
1495,1172,1089,78,76,1,52,3,2,0,0,0,0,908,5,9
1496,1205,917,283,25,0,19,66,258,0,0,0,0,874,5,30
1497,791,705,82,22,2,7,90,18,42,16,13,0,621,4,17
1498,16,16,0,0,0,0,0,0,0,0,0,0,12,0,0
1499,1178,1154,21,17,3,5,7,4,0,0,0,0,1028,3,7
1500,888,861,27,23,0,15,6,2,1,0,1,0,783,0,5
1501,61,55,4,0,0,0,1,1,0,0,0,0,39,2,3
1502,50,46,4,1,0,0,0,3,0,0,0,0,40,0,0
1503,820,802,16,12,2,13,1,4,0,0,0,0,743,2,7
1504,382,370,9,1,0,1,40,3,2,2,0,0,252,3,19
1505,115,71,43,6,0,0,0,0,0,0,0,0,76,1,0
1506,521,401,120,12,1,1,43,87,21,12,6,0,374,0,12
1507,323,318,5,5,2,1,4,0,0,0,0,0,256,0,11
1508,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0
1509,767,733,29,7,10,4,26,1,0,0,0,0,575,5,26
1510,415,379,34,2,0,4,40,15,0,0,0,0,255,2,20
1511,104,81,23,1,0,0,3,22,0,0,0,0,79,0,0
1512,199,132,67,23,0,0,0,0,0,0,0,0,155,0,0
1513,37,37,0,0,0,2,0,0,0,0,0,0,29,0,1
1514,16,15,1,0,0,0,0,0,0,0,0,0,12,0,1
1515,1435,1145,289,47,2,31,188,186,56,6,44,0,1035,1,26
1516,1757,1693,61,54,1,20,8,7,0,0,0,0,1491,3,11
1517,1704,1643,58,34,1,12,4,9,0,0,0,0,1510,3,6
1518,96,89,6,0,1,0,9,3,2,2,0,0,66,1,7
1519,31,30,0,0,0,0,1,0,0,0,0,0,24,1,0
1520,501,383,112,25,0,0,0,0,0,0,0,0,324,6,1
1521,1385,1351,32,26,4,10,0,6,0,0,0,0,1215,2,8
1522,587,542,45,10,1,4,54,8,24,6,11,0,413,0,18
1523,279,264,14,3,0,1,8,1,8,0,4,0,218,1,11
1524,153,152,1,0,2,0,8,0,0,0,0,0,128,0,2
1525,1112,962,147,12,3,5,71,133,2,1,0,0,894,3,35
1526,1166,952,213,16,2,3,62,197,0,0,0,0,864,1,26
1527,717,705,8,5,1,6,59,2,0,0,0,0,495,4,33
1528,63,61,2,0,0,1,4,1,1,0,0,0,49,0,0
1529,1373,1329,41,30,1,16,2,11,0,0,0,0,1115,3,20
1530,1327,1158,163,0,1,6,71,161,0,0,0,0,1055,6,34
1531,957,629,325,47,1,0,0,0,0,0,0,0,767,3,1
1532,161,143,18,4,0,2,10,1,10,2,4,0,128,0,4
1533,534,503,26,10,4,3,15,1,9,4,0,0,434,5,17
1534,55,49,6,1,0,0,0,0,0,0,0,0,44,0,0
1535,1419,1401,18,17,2,2,3,1,0,0,0,0,1327,0,9
1536,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1537,123,109,13,0,1,3,0,2,0,0,0,0,93,1,4
1538,1435,1371,58,54,6,22,8,2,0,0,0,0,1221,6,16
1539,458,380,75,3,0,7,10,72,0,0,0,0,350,3,9
1540,625,524,101,11,0,6,48,88,2,0,0,0,485,0,17
1541,981,956,24,10,5,1,7,14,0,0,0,0,876,1,7
1542,102,101,1,1,0,0,0,0,0,0,0,0,79,0,1
1543,72,72,0,0,0,0,1,0,0,0,0,0,43,0,2
1544,604,571,31,14,1,12,11,1,1,1,0,0,481,2,10
1545,536,510,21,5,3,1,18,6,4,2,1,0,405,5,26
1546,1129,840,289,69,0,1,0,1,0,0,0,0,945,0,0
1547,427,414,13,12,1,1,0,1,0,0,0,0,354,0,6
1548,1160,732,425,127,0,4,0,0,0,0,0,0,857,3,0
1549,218,165,52,8,0,2,14,44,0,0,0,0,155,1,3
1550,2599,2522,75,69,1,5,17,4,2,0,1,0,2357,2,23
1551,1334,1108,225,58,0,1,0,0,0,0,0,0,1136,1,1
1552,841,741,94,33,2,17,62,3,48,20,16,3,690,6,7
1553,622,612,9,9,0,19,4,0,0,0,0,0,537,1,14
1554,122,96,26,0,0,0,13,26,0,0,0,0,84,0,4
1555,1259,1224,30,28,0,19,10,2,0,0,0,0,960,5,11
1556,61,46,15,2,0,0,0,0,0,0,0,0,42,0,0
1557,336,220,115,42,0,0,0,0,0,0,0,0,201,1,0
1558,1011,815,192,19,0,3,44,173,0,0,0,0,818,4,32
1559,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
1560,835,825,9,9,4,11,4,0,0,0,0,0,606,1,16
1561,711,627,84,40,2,7,54,7,31,23,6,0,521,0,9
1562,194,189,5,5,0,1,3,0,0,0,0,0,165,0,2
1563,592,535,55,52,0,4,0,3,0,0,0,0,488,2,4
1564,657,527,122,65,1,10,108,5,49,22,19,0,427,8,21
1565,887,682,200,18,4,11,51,182,0,0,0,0,599,5,25
1566,282,266,16,1,3,2,26,1,0,0,0,0,175,0,9
1567,585,571,12,1,1,2,49,10,1,0,0,0,454,2,30
1568,820,763,53,20,3,6,64,1,32,16,14,0,638,4,17
1569,246,210,36,0,0,0,10,36,0,0,0,0,147,0,6
1570,436,427,7,7,2,7,2,0,0,0,0,0,341,2,12
1571,903,683,219,31,2,16,94,186,2,1,0,1,650,1,22
1572,774,699,65,12,6,6,121,15,30,10,15,1,497,10,33
1573,1663,1595,66,60,0,5,9,6,0,0,0,0,1349,2,15
1574,7,6,1,0,0,0,0,1,0,0,0,0,3,0,1
1575,1550,1346,200,130,7,3,83,11,57,33,12,1,1290,4,10
1576,327,296,28,0,2,0,7,0,0,0,0,0,231,3,14
1577,1673,1628,45,34,0,4,0,11,0,0,0,0,1506,0,17
1578,37,34,3,0,0,0,1,1,1,1,0,0,24,0,3
1579,301,289,10,2,1,2,18,5,0,0,0,0,227,2,5
1580,1741,1666,71,62,6,10,25,4,5,2,1,0,1512,4,29
1581,16,15,1,0,0,0,2,1,0,0,0,0,10,0,1
1582,80,54,26,3,0,0,0,0,0,0,0,0,70,0,0
1583,49,43,6,0,0,0,0,0,0,0,0,0,43,0,0
1584,982,895,82,42,1,8,6,4,0,0,0,0,821,5,4
1585,1005,716,285,68,0,0,0,0,0,0,0,0,660,4,3
1586,397,382,13,10,0,1,4,2,0,0,0,0,282,2,5
1587,766,558,206,21,0,3,95,166,18,3,13,1,460,2,32
1588,4,3,1,1,0,0,0,0,0,0,0,0,4,0,0
1589,1066,986,78,22,4,9,66,3,46,26,15,0,858,2,23
1590,256,207,49,1,0,2,18,48,0,0,0,0,211,0,8
1591,429,406,20,1,1,6,66,7,10,4,3,0,273,3,21
1592,1002,785,216,12,2,16,58,203,1,0,0,0,748,1,40
1593,1089,941,143,48,14,8,124,5,79,43,23,1,796,5,28
1594,523,327,195,52,1,0,0,0,0,0,0,0,353,1,1
1595,1328,1014,306,11,1,4,109,294,1,1,0,0,888,8,31
1596,141,130,11,0,0,0,1,0,0,0,0,0,110,0,3
1597,1123,1103,11,4,7,3,13,3,0,0,0,0,834,9,25
1598,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,255,239,16,16,0,4,0,0,0,0,0,0,228,0,1
1600,229,223,5,3,0,1,2,0,0,0,0,0,174,1,2
1601,155,152,3,3,0,1,0,0,0,0,0,0,130,0,0
1602,684,655,26,25,1,10,9,0,1,0,0,0,574,3,15
1603,904,889,10,10,0,8,12,0,0,0,0,0,727,5,17
1604,1578,1521,47,44,0,25,2,3,0,0,0,0,1353,10,8
1605,947,842,99,11,7,6,97,18,70,42,0,1,777,6,14
1606,849,735,111,28,3,15,97,2,64,28,35,0,609,3,20
1607,577,550,25,4,0,9,22,21,0,0,0,0,458,2,9
1608,1154,940,213,64,0,3,0,0,0,0,0,0,913,1,0
1609,138,135,3,2,1,0,2,1,0,0,0,0,106,0,0
1610,326,256,69,2,1,5,25,67,0,0,0,0,249,1,8
1611,5,4,1,0,0,0,0,0,0,0,0,0,4,0,0
1612,132,127,4,1,1,0,7,3,0,0,0,0,97,1,6
1613,1052,974,70,21,6,9,85,1,48,12,27,0,801,8,26
1614,843,829,8,1,2,3,8,4,1,0,0,0,702,6,22
1615,80,78,2,0,0,0,9,1,0,0,0,0,54,0,7
1616,865,836,22,7,1,5,13,11,1,0,0,0,661,7,12
1617,508,467,40,28,1,3,3,0,0,0,0,0,421,1,6
1618,156,131,24,1,1,1,12,23,0,0,0,0,110,1,3
1619,48,45,2,1,0,0,1,0,0,0,0,0,33,1,1
1620,417,408,6,3,0,4,18,3,0,0,0,0,332,3,10
1621,542,511,29,1,2,2,27,7,3,0,1,0,394,2,13
1622,928,836,90,22,7,15,102,8,60,29,28,1,669,2,29
1623,1244,1013,225,13,0,2,73,212,0,0,0,0,934,6,27
1624,16,15,1,0,0,0,1,1,0,0,0,0,13,0,0
1625,538,524,13,11,4,4,0,2,0,0,0,0,434,1,6
1626,498,269,226,77,0,1,0,0,0,0,0,0,281,3,0
1627,448,387,59,4,1,1,6,0,1,0,1,0,329,2,12
1628,275,264,11,9,0,3,0,1,0,0,0,0,245,0,2
1629,1607,1539,64,38,0,22,10,26,0,0,0,0,1412,4,16
1630,1817,1758,56,42,3,8,15,8,0,0,0,0,1533,3,13
1631,77,67,10,0,0,0,5,1,0,0,0,0,51,0,1
1632,402,317,82,15,0,0,0,0,0,0,0,0,327,3,0
1633,688,583,104,14,1,5,16,90,0,0,0,0,559,1,8
1634,961,781,171,21,0,2,20,150,0,0,0,0,801,9,13
1635,990,952,37,32,0,12,0,1,0,0,0,0,920,1,3
1636,769,654,113,58,0,2,47,2,38,24,8,0,647,2,7
1637,273,149,123,35,0,0,0,0,0,0,0,0,161,1,0
1638,1100,1082,12,3,16,3,50,8,0,0,0,0,818,6,41
1639,594,579,14,13,0,2,0,1,0,0,0,0,504,1,2
1640,793,779,12,8,3,5,9,1,0,0,0,0,655,2,22
1641,1491,1337,149,98,1,23,88,2,49,15,29,0,1165,5,21
1642,1057,837,218,17,3,10,39,201,0,0,0,0,808,2,22
1643,234,228,5,3,0,1,0,0,0,0,0,0,223,1,1
1644,424,321,102,3,0,0,9,99,0,0,0,0,308,1,15
1645,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1
1646,229,227,2,0,1,1,7,0,0,0,0,0,155,0,11
1647,193,167,25,0,1,0,4,1,0,0,0,0,129,1,8
1648,184,173,8,0,2,2,3,2,0,0,0,0,122,3,2
1649,457,441,15,14,0,2,0,1,0,0,0,0,370,1,2
1650,887,743,137,4,0,1,60,130,3,1,1,0,669,7,22
1651,466,424,41,5,1,10,29,36,0,0,0,0,385,1,9
1652,674,659,15,14,1,8,0,1,0,0,0,0,560,0,2
1653,168,164,4,3,0,0,0,1,0,0,0,0,152,0,0
1654,771,683,88,14,1,13,94,39,34,10,18,0,556,0,28
1655,667,504,157,10,0,1,42,146,1,0,0,0,460,6,26
1656,2259,2070,184,120,2,24,1,6,0,0,0,0,2028,5,6
1657,432,419,13,12,1,6,1,1,0,0,0,0,355,0,10
1658,1145,890,252,25,0,4,48,227,0,0,0,0,867,3,33
1659,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1660,193,178,13,10,0,7,1,3,0,0,0,0,160,2,1
1661,92,91,1,1,0,1,0,0,0,0,0,0,79,0,0
1662,621,515,99,44,1,8,3,54,0,0,0,0,441,7,6
1663,929,880,46,44,0,16,1,2,0,0,0,0,820,3,3
1664,61,54,7,0,2,1,1,0,0,0,0,0,42,0,2
1665,1303,1113,183,83,6,12,127,9,78,27,43,0,997,7,27
1666,1350,1316,31,29,2,5,1,0,0,0,0,0,1195,3,11
1667,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
1668,9,8,1,0,0,0,0,1,0,0,0,0,6,0,0
1669,451,384,64,13,3,2,44,12,27,2,19,1,309,3,19
1670,2408,2324,76,63,3,21,6,5,0,0,0,0,2241,8,3
1671,462,409,49,0,5,4,10,0,0,0,0,0,313,4,14
1672,86,85,1,0,1,0,4,0,0,0,0,0,67,0,3
1673,158,151,7,0,0,1,6,1,0,0,0,0,129,0,1
1674,48,46,2,1,0,0,3,0,1,1,0,0,34,0,0
1675,1126,872,249,27,1,4,180,126,96,53,35,0,768,5,24
1676,49,44,5,2,2,0,5,1,2,1,0,0,36,0,2
1677,35,30,5,1,0,0,2,0,1,1,0,0,21,0,2
1678,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
1679,65,64,1,0,0,0,3,1,0,0,0,0,51,0,2
